id,surname,first_name,age,sex,marital_status,occupation,borough,birthplace,household_id,annual_wage_cents
1530,Levy,Ruth,14,F,single,none,Brooklyn,New York,513,23057
1531,Levy,Anna,64,F,single,teacher,Brooklyn,New York,513,61881
1532,Kelly,James,26,M,married,driver,Manhattan,New Jersey,514,38881
1533,Kelly,Olga,69,F,married,driver,Manhattan,New Jersey,514,38512
1534,Kelly,Antonio,47,M,married,servant,Manhattan,New Jersey,514,27213
1535,Kelly,Ellen,4,F,single,none,Manhattan,New Jersey,514,29161
1536,Ricci,Esther,24,F,single,shopkeeper,Manhattan,Ireland,515,76755
1537,Ricci,Otto,4,M,single,none,Manhattan,Ireland,515,36815
1538,Ricci,Anna,9,F,single,none,Manhattan,Ireland,515,29029
1539,Friedman,Marta,74,F,married,clerk,Brooklyn,Italy,516,49905
1540,Friedman,Giuseppe,59,M,single,milliner,Brooklyn,Italy,516,31591
1541,Friedman,Rachel,66,F,married,bookkeeper,Brooklyn,Italy,516,65852
1542,Smith,Angela,25,F,single,factory worker,Manhattan,Italy,517,39155
1543,Smith,Jacob,19,M,single,none,Manhattan,Italy,517,21020
1544,Smith,Antonio,26,M,married,engineer,Manhattan,Italy,517,96151
1545,Smith,Leah,62,F,married,laborer,Manhattan,Italy,517,30770
1546,Smith,Stanislaw,59,M,married,bookkeeper,Manhattan,Italy,517,61168
1547,Ryan,Rachel,9,F,single,none,Brooklyn,Poland,518,21519
1548,Ryan,Rachel,0,F,single,none,Brooklyn,Poland,518,23288
1549,Ryan,Mary,7,F,single,none,Brooklyn,Poland,518,39755
1550,Wojcik,John,63,M,single,shopkeeper,Brooklyn,Germany,519,79588
1551,Wojcik,Joseph,8,M,single,none,Brooklyn,Germany,519,20828
1552,Wojcik,Otto,12,M,single,none,Brooklyn,Germany,519,36803
1553,Kelly,Maria,64,F,married,shopkeeper,Manhattan,Italy,520,72797
1554,Esposito,Rebecca,23,F,single,shopkeeper,Brooklyn,New York,521,80672
1555,Esposito,John,44,M,single,laborer,Brooklyn,New York,521,32983
1556,Esposito,David,15,M,single,none,Brooklyn,New York,521,28966
1557,Esposito,Anna,25,F,married,teacher,Brooklyn,New York,521,66669
1558,Becker,Heinrich,70,M,single,bookkeeper,Manhattan,Russia,522,69101
1559,Becker,Bridget,77,F,married,carpenter,Manhattan,Russia,522,59847
1560,Becker,Otto,41,M,single,shopkeeper,Manhattan,Russia,522,79958
1561,Becker,Angela,31,F,married,typesetter,Manhattan,Russia,522,37004
1562,Becker,Rosa,57,F,married,baker,Manhattan,Russia,522,46928
1563,Wagner,Salvatore,6,M,single,none,Manhattan,Italy,523,27416
1564,Wagner,Ruth,19,F,single,grocer,Manhattan,Italy,523,49563
1565,Wagner,Marta,44,F,married,porter,Manhattan,Italy,523,31069
1566,Wagner,Greta,16,F,single,none,Manhattan,Italy,523,38767
1567,Wagner,Antonio,0,M,single,none,Manhattan,Italy,523,20763
1568,Davis,Giovanni,13,M,single,cobbler,Manhattan,New York,524,33500
1569,Davis,Zofia,7,F,single,none,Manhattan,New York,524,34631
1570,Davis,Samuel,19,M,single,engineer,Manhattan,New York,524,85238
1571,Davis,Teresa,14,F,single,none,Manhattan,New York,524,20894
1572,"O'Brien",Esther,60,F,married,shopkeeper,Manhattan,Italy,525,66389
1573,"O'Brien",Rosa,3,F,single,none,Manhattan,Italy,525,31894
1574,"O'Brien",Joseph,70,M,single,teacher,Manhattan,Italy,525,58782
1575,"O'Brien",Bridget,60,F,married,nurse,Manhattan,Italy,525,50881
1576,Petrov,Mary,19,F,widowed,bookkeeper,Brooklyn,Poland,526,69577
1577,Petrov,Karl,33,M,single,porter,Brooklyn,Poland,526,40863
1578,Petrov,Josef,48,M,married,none,Brooklyn,Poland,526,29350
1579,Petrov,John,22,M,widowed,merchant,Brooklyn,Poland,526,119387
1580,Petrov,Daniel,66,M,married,bookkeeper,Brooklyn,Poland,526,67777
1581,Andersen,Ellen,58,F,married,merchant,Manhattan,New York,527,125526
1582,Andersen,Karl,15,M,single,none,Manhattan,New York,527,31492
1583,Murphy,Giovanni,7,M,single,none,Manhattan,Poland,528,38151
1584,Katz,Daniel,63,M,single,clerk,Queens,Russia,529,49719
1585,Katz,Thomas,48,M,married,engineer,Queens,Russia,529,101343
1586,Katz,Angela,58,F,married,teacher,Queens,Russia,529,63631
1587,Katz,Margaret,44,F,single,milliner,Queens,Russia,529,29547
1588,Katz,Esther,1,F,single,none,Queens,Russia,529,26835
1589,Murphy,Catherine,70,F,single,carpenter,Manhattan,New York,530,42600
1590,Murphy,Rosa,57,F,married,bookkeeper,Manhattan,New York,530,73190
1591,Murphy,Ruth,78,F,single,factory worker,Manhattan,New York,530,26780
1592,Murphy,Leah,23,F,married,nurse,Manhattan,New York,530,42378
1593,Murphy,Samuel,0,M,single,none,Manhattan,New York,530,24042
1594,Schmidt,Gertrud,2,F,single,none,Brooklyn,Ireland,531,38570
1595,Schmidt,Michael,18,M,widowed,milliner,Brooklyn,Ireland,531,34891
1596,Schmidt,Marta,36,F,married,tailor,Brooklyn,Ireland,531,40162
1597,Schmidt,Leah,11,F,single,none,Brooklyn,Ireland,531,36591
1598,Friedman,Ruth,14,F,single,none,Manhattan,New York,532,22140
1599,Johansson,Luigi,54,M,married,shopkeeper,Manhattan,Ireland,533,73905
1600,Johansson,Karl,0,M,single,none,Manhattan,Ireland,533,37861
1601,Johansson,John,34,M,married,driver,Manhattan,Ireland,533,32163
1602,Johansson,Gertrud,6,F,single,none,Manhattan,Ireland,533,34775
1603,Wilson,Ellen,3,F,single,none,Manhattan,New York,534,31967
1604,Wilson,Elizabeth,68,F,single,cobbler,Manhattan,New York,534,39467
1605,Wilson,Gertrud,49,F,married,porter,Manhattan,New York,534,31906
1606,Andersen,James,54,M,single,typesetter,Queens,New York,535,46093
1607,Andersen,Rachel,52,F,married,porter,Queens,New York,535,32319
1608,Marino,Bridget,25,F,single,machinist,Brooklyn,Ireland,536,56206
1609,Marino,Esther,77,F,single,engineer,Brooklyn,Ireland,536,94633
1610,Marino,Daniel,24,M,single,baker,Brooklyn,Ireland,536,35580
1611,Kelly,Heinrich,72,M,single,grocer,Manhattan,Ireland,537,50656
1612,Kelly,Marta,17,F,married,stevedore,Manhattan,Ireland,537,30679
1613,Kelly,Heinrich,37,M,single,servant,Manhattan,Ireland,537,13160
1614,Mueller,Joseph,4,M,single,none,Manhattan,New York,538,38529
1615,Mueller,Friedrich,37,M,single,teacher,Manhattan,New York,538,63228
1616,Mueller,Antonio,12,M,single,none,Manhattan,New York,538,27469
1617,Davis,Rosa,15,F,single,none,Manhattan,Ireland,539,20939
1618,Davis,Rebecca,33,F,single,nurse,Manhattan,Ireland,539,51324
1619,Davis,Karl,67,M,single,engineer,Manhattan,Ireland,539,104870
1620,Davis,Luigi,30,M,single,none,Manhattan,Ireland,539,20828
1621,Levy,Salvatore,0,M,single,none,Brooklyn,Italy,540,32633
1622,Ricci,Josef,75,M,married,baker,Brooklyn,Russia,541,47673
1623,Ricci,Abraham,24,M,single,laborer,Brooklyn,Russia,541,22378
1624,Levy,Patrick,29,M,married,nurse,Staten Island,Italy,542,53536
1625,Levy,Michael,4,M,single,none,Staten Island,Italy,542,33634
1626,Roth,Rebecca,34,F,married,grocer,Brooklyn,Italy,543,48733
1627,Roth,Jacob,50,M,married,shopkeeper,Brooklyn,Italy,543,82050
1628,Callahan,Joseph,40,M,single,grocer,Manhattan,Ireland,544,35391
1629,Callahan,Friedrich,17,M,married,stevedore,Manhattan,Ireland,544,43776
1630,Callahan,Josef,26,M,single,nurse,Manhattan,Ireland,544,44805
1631,Friedman,Catherine,9,F,single,none,Brooklyn,Germany,545,36190
1632,Murphy,Zofia,40,F,single,butcher,Manhattan,Germany,546,33574
1633,Murphy,James,9,M,single,none,Manhattan,Germany,546,26377
1634,Murphy,Patrick,7,M,single,none,Manhattan,Germany,546,35350
1635,Murphy,Elizabeth,64,F,married,washerwoman,Manhattan,Germany,546,19689
1636,Murphy,Otto,62,M,married,clerk,Manhattan,Germany,546,50725
1637,Ricci,Isaac,3,M,single,none,Queens,New York,547,33948
1638,Ricci,Maria,58,F,married,machinist,Queens,New York,547,59702
1639,Ricci,Angela,50,F,married,shopkeeper,Queens,New York,547,81153
1640,Ricci,Michael,55,M,single,merchant,Queens,New York,547,118213
1641,Ricci,David,34,M,divorced,merchant,Queens,New York,547,122050
1642,Brown,Thomas,63,M,married,washerwoman,Manhattan,Ireland,548,15278
1643,Rossi,Elizabeth,10,F,single,none,Brooklyn,Ireland,549,35473
1644,Rossi,Heinrich,4,M,single,none,Brooklyn,Ireland,549,26533
1645,Walsh,Hilda,0,F,single,none,Manhattan,Ireland,550,20620
1646,Walsh,Josef,36,M,married,stevedore,Manhattan,Ireland,550,45612
1647,Walsh,Ruth,4,F,single,none,Manhattan,Ireland,550,22521
1648,Walsh,Mary,61,F,married,milliner,Manhattan,Ireland,550,35601
1649,McCarthy,Mary,56,F,married,none,Brooklyn,Italy,551,23915
1650,McCarthy,Elizabeth,50,F,married,engineer,Brooklyn,Italy,551,91196
1651,McCarthy,Michael,1,M,single,none,Brooklyn,Italy,551,38073
1652,McCarthy,Elizabeth,34,F,married,machinist,Brooklyn,Italy,551,43359
1653,Conti,Leah,8,F,single,none,Brooklyn,Germany,552,30966
1654,Conti,Rosa,3,F,single,none,Brooklyn,Germany,552,32919
1655,Conti,Giovanni,10,M,single,none,Brooklyn,Germany,552,30701
1656,Kowalski,Sarah,67,F,single,stevedore,Staten Island,New York,553,46186
1657,Ricci,Mary,71,F,widowed,machinist,Manhattan,New York,554,61957
1658,Ricci,Heinrich,22,M,married,carpenter,Manhattan,New York,554,58859
1659,Kelly,Zofia,49,F,single,baker,Brooklyn,New York,555,48285
1660,Russo,Samuel,2,M,single,none,Manhattan,Ireland,556,34459
1661,Russo,Sarah,28,F,married,grocer,Manhattan,Ireland,556,44744
1662,Cohen,Esther,19,F,single,clerk,Brooklyn,New York,557,59164
1663,Ricci,Daniel,51,M,single,servant,Brooklyn,New York,558,21645
1664,Ricci,Michael,21,M,single,typesetter,Brooklyn,New York,558,45278
1665,Ricci,William,78,M,married,milliner,Brooklyn,New York,558,27195
1666,Ricci,Luigi,52,M,married,clerk,Brooklyn,New York,558,55947
1667,Ricci,Angela,5,F,single,none,Brooklyn,New York,558,27773
1668,Weber,Mary,50,F,married,factory worker,Manhattan,New Jersey,559,36967
1669,Weber,Sarah,4,F,single,none,Manhattan,New Jersey,559,31126
1670,Weber,Anna,45,F,single,machinist,Manhattan,New Jersey,559,58892
1671,Weber,James,35,M,single,porter,Manhattan,New Jersey,559,23308
1672,Kelly,Mary,76,F,married,teacher,Manhattan,Massachusetts,560,56224
1673,Kelly,Salvatore,50,M,married,butcher,Manhattan,Massachusetts,560,32834
1674,Kelly,John,11,M,single,none,Manhattan,Massachusetts,560,32236
1675,Kelly,Salvatore,31,M,single,tailor,Manhattan,Massachusetts,560,47805
1676,Silverman,Leah,56,F,single,driver,Manhattan,New York,561,36167
1677,Kelly,Anna,57,F,married,baker,Staten Island,Ireland,562,38895
1678,Williams,Stanislaw,60,M,single,nurse,Manhattan,Massachusetts,563,43639
1679,Williams,David,45,M,single,factory worker,Manhattan,Massachusetts,563,44940
1680,Williams,Margaret,0,F,single,none,Manhattan,Massachusetts,563,38056
1681,Williams,Catherine,19,F,married,clerk,Manhattan,Massachusetts,563,52629
1682,Wilson,Samuel,42,M,married,laborer,Brooklyn,Ireland,564,32247
1683,Roth,Margaret,8,F,single,none,Manhattan,Italy,565,24145
1684,Roth,Patrick,15,M,single,butcher,Manhattan,Italy,565,34198
1685,Roth,Giuseppe,0,M,single,none,Manhattan,Italy,565,36734
1686,Katz,Wilhelm,27,M,single,washerwoman,Manhattan,New York,566,21532
1687,Katz,Josef,68,M,single,factory worker,Manhattan,New York,566,42612
1688,Katz,Jacob,13,M,single,none,Manhattan,New York,566,33563
1689,Katz,Zofia,5,F,single,none,Manhattan,New York,566,37524
1690,Kelly,Salvatore,64,M,single,grocer,Bronx,New Jersey,567,37457
1691,Kelly,Salvatore,1,M,single,none,Bronx,New Jersey,567,22659
1692,Murphy,Bridget,79,F,single,merchant,Manhattan,New York,568,129309
1693,Murphy,Otto,20,M,single,cobbler,Manhattan,New York,568,42049
1694,Murphy,Joseph,41,M,single,carpenter,Manhattan,New York,568,54730
1695,Stein,Joseph,13,M,single,none,Manhattan,Ireland,569,27991
1696,Stein,Rachel,67,F,single,porter,Manhattan,Ireland,569,34279
1697,Stein,Abraham,8,M,single,none,Manhattan,Ireland,569,36842
1698,Davis,Leah,59,F,married,baker,Brooklyn,Germany,570,33165
1699,Davis,Luigi,8,M,single,none,Brooklyn,Germany,570,24311
1700,Davis,Ellen,18,F,married,servant,Brooklyn,Germany,570,20390
1701,Davis,Giovanni,5,M,single,none,Brooklyn,Germany,570,21917
1702,Davis,Ruth,2,F,single,none,Queens,England,571,26788
1703,Davis,Giuseppe,27,M,single,typesetter,Queens,England,571,47674
1704,Davis,Thomas,73,M,single,clerk,Queens,England,571,56036
1705,Davis,Esther,12,F,single,carpenter,Queens,England,571,43271
1706,Davis,William,68,M,married,butcher,Queens,England,571,50032
1707,Miller,Karl,0,M,single,none,Brooklyn,New York,572,27118
1708,Miller,Abraham,45,M,married,driver,Brooklyn,New York,572,30093
1709,Miller,Bridget,76,F,married,grocer,Bronx,New York,573,52202
1710,Miller,Olga,79,F,single,shopkeeper,Bronx,New York,573,78502
1711,Schmidt,Heinrich,64,M,married,factory worker,Manhattan,Ireland,574,27897
1712,Schmidt,Antonio,0,M,single,none,Manhattan,Ireland,574,23051
1713,Wagner,Rebecca,47,F,widowed,bookkeeper,Queens,New York,575,72137
1714,Wagner,Zofia,12,F,single,machinist,Queens,New York,575,57908
1715,Wagner,Zofia,14,F,single,none,Queens,New York,575,35007
1716,Novak,Friedrich,70,M,single,servant,Manhattan,Germany,576,21175
1717,Novak,Joseph,66,M,single,porter,Manhattan,Germany,576,41506
1718,Wojcik,Ellen,0,F,single,none,Brooklyn,Ireland,577,32035
1719,McCarthy,Elizabeth,79,F,single,carpenter,Brooklyn,New York,578,56645
1720,McCarthy,Esther,71,F,single,none,Brooklyn,New York,578,36496
1721,McCarthy,Anna,65,F,married,clerk,Brooklyn,New York,578,57387
1722,McCarthy,Bridget,41,F,married,baker,Brooklyn,New York,578,46707
1723,McCarthy,John,16,M,single,baker,Brooklyn,New York,578,30935
1724,Johnson,Hilda,55,F,married,washerwoman,Manhattan,New York,579,20669
1725,Johnson,Josef,60,M,single,cobbler,Manhattan,New York,579,36413
1726,Johnson,Catherine,19,F,married,shopkeeper,Manhattan,New York,579,67445
1727,Johnson,Rachel,23,F,single,shopkeeper,Manhattan,New York,579,80790
1728,Jones,Mary,58,F,married,seamstress,Manhattan,Ireland,580,29088
1729,Jones,Salvatore,35,M,single,milliner,Manhattan,Ireland,580,40972
1730,Jones,Elizabeth,6,F,single,none,Manhattan,Ireland,580,24274
1731,Jones,Leah,28,F,married,tailor,Manhattan,Ireland,580,46809
1732,Jones,Patrick,8,M,single,none,Manhattan,Ireland,580,37717
1733,Schmidt,Boris,11,M,single,none,Manhattan,New York,581,34385
1734,Schmidt,Abraham,24,M,married,porter,Manhattan,New York,581,38549
1735,Schmidt,Mary,34,F,married,none,Manhattan,New York,581,21915
1736,Schmidt,Ellen,38,F,married,bookkeeper,Manhattan,New York,581,58177
1737,Schmidt,William,52,M,single,machinist,Manhattan,New York,581,60696
1738,Goldberg,Salvatore,28,M,single,cobbler,Manhattan,Ireland,582,35177
1739,Goldberg,Luigi,9,M,single,none,Manhattan,Ireland,582,31137
1740,Goldberg,Abraham,12,M,single,nurse,Manhattan,Ireland,582,40044
1741,Goldberg,Otto,0,M,single,none,Manhattan,Ireland,582,35740
1742,Mueller,Mary,3,F,single,none,Manhattan,Germany,583,21511
1743,Johnson,Mary,4,F,single,none,Bronx,Ireland,584,23220
1744,Johnson,Heinrich,35,M,married,engineer,Bronx,Ireland,584,99949
1745,Johnson,David,0,M,single,none,Bronx,Ireland,584,25000
1746,Johnson,Mary,61,F,widowed,clerk,Bronx,Ireland,584,57952
1747,Johnson,Ruth,4,F,single,none,Bronx,Ireland,584,26435
1748,Ivanov,Ruth,18,F,single,driver,Manhattan,Ireland,585,28523
1749,Ivanov,Giovanni,8,M,single,none,Manhattan,Ireland,585,20437
1750,Ivanov,Leah,16,F,married,cobbler,Manhattan,Ireland,585,38216
1751,Ivanov,Friedrich,46,M,single,none,Manhattan,Ireland,585,29895
1752,Weber,Hilda,78,F,single,seamstress,Manhattan,New York,586,31659
1753,Weber,Marta,0,F,single,none,Manhattan,New York,586,35180
1754,Andersen,Catherine,13,F,single,none,Manhattan,Russia,587,26001
1755,Ricci,Marta,56,F,married,cobbler,Manhattan,Ireland,588,31369
1756,Ricci,Thomas,13,M,single,none,Manhattan,Ireland,588,23246
1757,Ricci,Ruth,23,F,married,seamstress,Manhattan,Ireland,588,24767
1758,Ricci,Daniel,7,M,single,none,Manhattan,Ireland,588,21033
1759,Ricci,Giuseppe,40,M,widowed,engineer,Manhattan,Ireland,588,94031
1760,Marino,Esther,34,F,single,teacher,Brooklyn,Germany,589,69603
1761,Marino,Sarah,49,F,single,none,Brooklyn,Germany,589,30696
1762,Marino,Patrick,15,M,single,none,Brooklyn,Germany,589,28081
1763,Ricci,Karl,1,M,single,none,Manhattan,Ireland,590,23198
1764,Ricci,Thomas,5,M,single,none,Manhattan,Ireland,590,39023
1765,Ricci,Rachel,62,F,married,none,Manhattan,Ireland,590,25566
1766,Ricci,Greta,30,F,married,tailor,Manhattan,Ireland,590,50498
1767,Smith,Karl,41,M,single,clerk,Manhattan,Sweden,591,43944
1768,Hoffmann,Michael,1,M,single,none,Manhattan,Germany,592,39346
1769,Hoffmann,James,63,M,married,teacher,Manhattan,Germany,592,62458
1770,Russo,Antonio,7,M,single,none,Manhattan,New York,593,36809
1771,Ryan,David,9,M,single,none,Manhattan,New York,594,23146
1772,Ryan,Anna,27,F,widowed,engineer,Manhattan,New York,594,85544
1773,Ryan,Heinrich,0,M,single,none,Manhattan,New York,594,31999
1774,Rossi,Josef,19,M,married,shopkeeper,Brooklyn,New York,595,71985
1775,Rossi,Patrick,42,M,single,tailor,Brooklyn,New York,595,43352
1776,Rossi,Hilda,70,F,married,nurse,Brooklyn,New York,595,38185
1777,Rossi,Angela,3,F,single,none,Brooklyn,New York,595,25287
1778,Miller,Margaret,54,F,single,washerwoman,Manhattan,Massachusetts,596,19976
1779,Wilson,Rachel,9,F,single,none,Manhattan,New Jersey,597,37991
1780,Wilson,Esther,76,F,married,factory worker,Manhattan,New Jersey,597,37533
1781,Wilson,Rosa,38,F,widowed,seamstress,Manhattan,New Jersey,597,19539
1782,Wilson,Rebecca,71,F,married,none,Manhattan,New Jersey,597,23634
1783,Wilson,Hilda,10,F,single,none,Manhattan,New Jersey,597,33863
1784,Becker,Otto,5,M,single,none,Brooklyn,Sweden,598,21358
1785,Becker,David,2,M,single,none,Brooklyn,Sweden,598,39402
1786,Becker,Sarah,24,F,single,teacher,Brooklyn,Sweden,598,69091
1787,Weber,Karl,1,M,single,none,Brooklyn,Poland,599,34528
1788,Weber,Otto,64,M,married,machinist,Brooklyn,Poland,599,43794
1789,Jones,Luigi,12,M,single,engineer,Brooklyn,Austria-Hungary,600,89619
1790,Jones,Antonio,10,M,single,none,Brooklyn,Austria-Hungary,600,28986
1791,Jones,Leah,36,F,married,porter,Brooklyn,Austria-Hungary,600,28668
1792,Esposito,Otto,13,M,single,none,Manhattan,Ireland,601,35105
1793,Mueller,Marta,41,F,married,stevedore,Brooklyn,Germany,602,38566
1794,Mueller,Giovanni,15,M,single,none,Brooklyn,Germany,602,34091
1795,Mueller,Thomas,28,M,single,shopkeeper,Brooklyn,Germany,602,67275
1796,Mueller,Wilhelm,30,M,married,nurse,Brooklyn,Germany,602,36567
1797,Mueller,Hilda,75,F,single,seamstress,Brooklyn,Germany,602,21146
1798,Johansson,Ruth,38,F,single,seamstress,Manhattan,New York,603,21594
1799,Johansson,Luigi,65,M,single,carpenter,Manhattan,New York,603,47455
1800,Johansson,Boris,40,M,married,factory worker,Manhattan,New York,603,29665
1801,Johansson,Hilda,22,F,widowed,cobbler,Manhattan,New York,603,36853
1802,Johansson,Karl,47,M,married,porter,Manhattan,New York,603,35315
1803,Sullivan,Elizabeth,17,F,widowed,machinist,Manhattan,New York,604,47531
1804,Schmidt,Marta,9,F,single,none,Manhattan,New York,605,25515
1805,Schmidt,Stanislaw,23,M,married,grocer,Manhattan,New York,605,42015
1806,Schmidt,Antonio,46,M,single,bookkeeper,Manhattan,New York,605,67721
1807,Schmidt,Wilhelm,44,M,married,merchant,Manhattan,New York,605,117994
1808,Schmidt,Margaret,24,F,single,factory worker,Manhattan,New York,605,35775
1809,Miller,Marta,51,F,married,teacher,Manhattan,New York,606,66058
1810,Miller,Boris,3,M,single,none,Manhattan,New York,606,24040
1811,Miller,Maria,24,F,married,shopkeeper,Manhattan,New York,606,75612
1812,Miller,Greta,17,F,single,seamstress,Manhattan,New York,606,26187
1813,Ricci,Salvatore,71,M,single,stevedore,Manhattan,New York,607,37454
1814,Ricci,Josef,3,M,single,none,Manhattan,New York,607,33444
1815,Ricci,Ruth,54,F,single,baker,Manhattan,New York,607,46026
1816,Ricci,Joseph,8,M,single,none,Manhattan,New York,607,32040
1817,Ricci,Marta,61,F,single,tailor,Manhattan,New York,607,48614
1818,Williams,Hilda,45,F,married,merchant,Manhattan,Massachusetts,608,126479
1819,Esposito,Patrick,16,M,single,washerwoman,Queens,Ireland,609,28266
1820,Esposito,Teresa,42,F,single,teacher,Queens,Ireland,609,65564
1821,Ferrari,Giovanni,10,M,single,none,Manhattan,Ireland,610,30923
1822,Ferrari,Friedrich,37,M,single,servant,Manhattan,Ireland,610,15390
1823,Ferrari,Elizabeth,1,F,single,none,Manhattan,Ireland,610,36134
1824,Ferrari,Boris,0,M,single,none,Manhattan,Ireland,610,35205
1825,Esposito,Rebecca,33,F,single,porter,Manhattan,Ireland,611,23747
1826,Esposito,Teresa,38,F,married,grocer,Manhattan,Ireland,611,49861
1827,Walsh,Giovanni,11,M,single,none,Manhattan,New York,612,24248
1828,Walsh,Luigi,42,M,single,laborer,Manhattan,New York,612,39852
1829,Walsh,Margaret,21,F,married,stevedore,Manhattan,New York,612,36667
1830,Friedman,Gertrud,21,F,single,typesetter,Brooklyn,New Jersey,613,56928
1831,Friedman,Leah,30,F,single,servant,Brooklyn,New Jersey,613,30886
1832,Friedman,Thomas,23,M,single,clerk,Brooklyn,New Jersey,613,48167
1833,Friedman,Wilhelm,0,M,single,none,Brooklyn,New Jersey,613,36326
1834,Friedman,Greta,33,F,married,seamstress,Brooklyn,New Jersey,613,27097
1835,Jones,David,0,M,single,none,Manhattan,Sweden,614,36341
1836,Jones,Rachel,6,F,single,none,Manhattan,Sweden,614,31698
1837,Jones,Elizabeth,22,F,married,merchant,Manhattan,Sweden,614,118979
1838,Fischer,John,65,M,single,servant,Brooklyn,Russia,615,24703
1839,Fischer,Teresa,68,F,married,machinist,Brooklyn,Russia,615,54878
1840,Fischer,Teresa,10,F,single,none,Brooklyn,Russia,615,26935
1841,Fischer,Esther,35,F,single,typesetter,Brooklyn,Russia,615,40176
1842,Klein,Zofia,51,F,single,porter,Queens,New York,616,35446
1843,Klein,Ellen,21,F,single,milliner,Queens,New York,616,28767
1844,Klein,Maria,39,F,single,stevedore,Queens,New York,616,43875
1845,Klein,Patrick,49,M,single,carpenter,Queens,New York,616,59233
1846,Klein,Bridget,35,F,married,none,Queens,New York,616,20216
1847,Weber,William,2,M,single,none,Manhattan,Russia,617,33748
1848,Weber,Giuseppe,59,M,widowed,none,Manhattan,Russia,617,24420
1849,Weber,Leah,49,F,single,grocer,Manhattan,Russia,617,36667
1850,Weber,Jacob,9,M,single,none,Manhattan,Russia,617,20936
1851,Weber,Anna,46,F,single,bookkeeper,Manhattan,Russia,617,57307
1852,Kowalski,Luigi,6,M,single,none,Brooklyn,New York,618,27288
1853,Kowalski,Marta,23,F,married,engineer,Brooklyn,New York,618,94229
1854,Kowalski,Boris,0,M,single,none,Brooklyn,New York,618,24467
1855,Kowalski,Bridget,30,F,married,porter,Brooklyn,New York,618,31595
1856,Callahan,James,49,M,married,bookkeeper,Manhattan,Russia,619,57530
1857,Jones,Hilda,21,F,single,engineer,Manhattan,New York,620,90721
1858,Jones,Ellen,35,F,single,stevedore,Manhattan,New York,620,36454
1859,Jones,Olga,4,F,single,none,Manhattan,New York,620,34372
1860,Jones,Esther,42,F,married,merchant,Manhattan,New York,620,119845
1861,Jones,Elizabeth,61,F,single,nurse,Manhattan,New York,620,52404
1862,Kelly,Salvatore,49,M,single,engineer,Manhattan,Germany,621,100540
1863,Kelly,Gertrud,53,F,single,bookkeeper,Manhattan,Germany,621,56183
1864,McCarthy,Teresa,31,F,widowed,machinist,Manhattan,Pennsylvania,622,55621
1865,McCarthy,Salvatore,43,M,married,clerk,Manhattan,Pennsylvania,622,59491
1866,McCarthy,William,65,M,married,milliner,Manhattan,Pennsylvania,622,26621
1867,Marino,Anna,8,F,single,none,Manhattan,Ireland,623,36156
1868,Marino,Marta,1,F,single,none,Manhattan,Ireland,623,39245
1869,Marino,Teresa,27,F,single,engineer,Manhattan,Ireland,623,93029
1870,Ricci,Wilhelm,78,M,married,porter,Manhattan,Ireland,624,38531
1871,Ricci,Patrick,2,M,single,none,Manhattan,Ireland,624,30459
1872,Ricci,Abraham,3,M,single,none,Manhattan,Ireland,624,38046
1873,Ricci,Thomas,35,M,single,cobbler,Manhattan,Ireland,624,36121
1874,Ricci,Karl,16,M,single,servant,Manhattan,Ireland,624,16549
1875,Ivanov,Joseph,48,M,married,stevedore,Manhattan,Austria-Hungary,625,36860
1876,Ivanov,Giuseppe,6,M,single,none,Manhattan,Austria-Hungary,625,37667
1877,Ivanov,Joseph,6,M,single,none,Manhattan,Austria-Hungary,625,21323
1878,Ivanov,Samuel,16,M,widowed,tailor,Manhattan,Austria-Hungary,625,41519
1879,Kelly,Luigi,39,M,single,none,Brooklyn,New York,626,26728
1880,Kelly,Mary,36,F,married,baker,Brooklyn,New York,626,46402
1881,Kelly,Rosa,71,F,married,engineer,Brooklyn,New York,626,102959
1882,Kelly,Angela,1,F,single,none,Brooklyn,New York,626,24491
1883,Ivanov,Ellen,1,F,single,none,Manhattan,Germany,627,24775
1884,Ivanov,Rebecca,69,F,married,servant,Manhattan,Germany,627,31672
1885,Ivanov,Mary,1,F,single,none,Manhattan,Germany,627,21032
1886,Ivanov,Angela,0,F,single,none,Manhattan,Germany,627,24176
1887,Ivanov,Maria,78,F,single,butcher,Manhattan,Germany,627,32162
1888,Smith,Zofia,30,F,married,carpenter,Brooklyn,England,628,54420
1889,Ferrari,Wilhelm,40,M,single,grocer,Manhattan,Italy,629,48970
1890,Ferrari,Isaac,22,M,married,washerwoman,Manhattan,Italy,629,17986
1891,Ferrari,Isaac,8,M,single,none,Manhattan,Italy,629,31344
1892,Klein,Salvatore,12,M,single,none,Manhattan,New York,630,21231
1893,Klein,Salvatore,56,M,single,driver,Manhattan,New York,630,27265
1894,Klein,Antonio,20,M,married,tailor,Manhattan,New York,630,33035
1895,Klein,Stanislaw,7,M,single,none,Manhattan,New York,630,26792
1896,Klein,Heinrich,30,M,single,nurse,Manhattan,New York,630,48281
1897,Becker,Wilhelm,21,M,married,factory worker,Manhattan,Italy,631,35326
1898,Klein,Olga,16,F,single,butcher,Manhattan,New York,632,39321
1899,Klein,James,3,M,single,none,Manhattan,New York,632,28100
1900,Klein,Angela,73,F,widowed,clerk,Manhattan,New York,632,52719
1901,Klein,Antonio,3,M,single,none,Manhattan,New York,632,35775
